date,actual,forecast
2024-12-02,12852.0,12670.885099999987
2024-12-03,12838.33,12670.885099999987
2024-12-04,12825.43,12670.885099999987
2024-12-05,12813.04,12670.885099999987
2024-12-06,12837.1,12670.885099999987
2024-12-07,12837.1,12670.885099999987
2024-12-08,12837.1,12670.885099999987
2024-12-09,12837.1,12670.885099999987
2024-12-10,12861.25,12670.885099999987
2024-12-11,12874.02,12670.885099999987
2024-12-12,12865.66,12670.885099999987
2024-12-13,12860.09,12670.885099999987
2024-12-14,12880.0,12670.885099999987
2024-12-15,12880.0,12670.885099999987
2024-12-16,12892.97,12670.885099999987
2024-12-17,12874.86,12670.885099999987
2024-12-18,12869.9,12670.885099999987
2024-12-19,12861.83,12670.885099999987
2024-12-20,12875.06,12670.885099999987
2024-12-21,12875.06,12670.885099999987
2024-12-22,12875.06,12670.885099999987
2024-12-23,12893.07,12670.885099999987
2024-12-24,12902.0,12670.885099999987
2024-12-25,12909.8,12670.885099999987
2024-12-26,12928.27,12670.885099999987
2024-12-27,12920.48,12670.885099999987
2024-12-28,12920.48,12670.885099999987
2024-12-29,12920.48,12670.885099999987
2024-12-30,12920.48,12670.885099999987
2024-12-31,12920.48,12670.885099999987
2025-01-01,12920.48,12670.885099999987
2025-01-02,12920.48,12670.885099999987
2025-01-03,12904.91,12670.885099999987
2025-01-04,12915.18,12670.885099999987
2025-01-05,12915.18,12670.885099999987
2025-01-06,12942.01,12670.885099999987
2025-01-07,12930.11,12670.885099999987
2025-01-08,12948.1,12670.885099999987
2025-01-09,12962.98,12670.885099999987
2025-01-10,12940.44,12670.885099999987
2025-01-11,12940.44,12670.885099999987
2025-01-12,12940.44,12670.885099999987
2025-01-13,12957.0,12670.885099999987
2025-01-14,12972.08,12670.885099999987
2025-01-15,12971.0,12670.885099999987
2025-01-16,12962.01,12670.885099999987
2025-01-17,12955.26,12670.885099999987
2025-01-18,12955.26,12670.885099999987
2025-01-19,12955.26,12670.885099999987
2025-01-20,12967.0,12670.885099999987
2025-01-21,12975.09,12670.885099999987
2025-01-22,12984.44,12670.885099999987
2025-01-23,12990.0,12670.885099999987
2025-01-24,12979.13,12670.885099999987
2025-01-25,12979.13,12670.885099999987
2025-01-26,12979.13,12670.885099999987
2025-01-27,12969.05,12670.885099999987
2025-01-28,12963.27,12670.885099999987
2025-01-29,12974.98,12670.885099999987
2025-01-30,12968.34,12670.885099999987
