date,actual,forecast
2025-04-28,12957.140000000001,12905.551
2025-04-29,12948.1,12904.008
2025-04-30,12933.159999999998,12904.531
2025-05-01,12920.16,12905.225
2025-05-02,12900.0,12906.465
2025-05-03,12900.0,12907.346
2025-05-04,12900.0,12907.876
2025-05-05,12915.07,12906.555
2025-05-06,12938.01,12903.329
2025-05-07,12924.92,12901.841
2025-05-08,12910.149999999998,12901.511
2025-05-09,12910.149999999998,12899.2705
2025-05-10,12910.149999999998,12897.288
2025-05-11,12910.149999999998,12896.129
2025-05-12,12880.350000000002,12895.621
2025-05-13,12895.55,12894.826
2025-05-14,12935.27,12892.854
2025-05-15,12980.159999999998,12892.567
2025-05-16,12965.34,12895.415
2025-05-17,12965.34,12899.875
2025-05-18,12965.34,12905.833
2025-05-19,12917.099999999999,12912.838
2025-05-20,12858.149999999998,12917.627
2025-05-21,12892.910000000002,12916.971
2025-05-22,12937.93,12913.052
2025-05-23,12904.509999999997,12912.087
2025-05-24,12904.509999999997,12910.657
2025-05-25,12904.509999999997,12906.195
2025-05-26,12915.9,12899.722
2025-05-27,12939.93,12895.2705
2025-05-28,12886.9,12893.106
2025-05-29,12831.13,12890.977
2025-05-30,12768.260000000002,12887.356
2025-05-31,12768.260000000002,12880.36
2025-06-01,12768.260000000002,12866.252
2025-06-02,12790.43,12848.043
2025-06-03,12834.61,12832.455
2025-06-04,12857.35,12820.49
2025-06-05,12831.810000000001,12813.446
2025-06-06,12831.810000000001,12808.558
2025-06-07,12831.810000000001,12803.708
2025-06-08,12831.810000000001,12803.086
2025-06-09,12777.52,12805.932
2025-06-10,12712.049999999997,12809.531
2025-06-11,12674.370000000003,12806.66
2025-06-12,12646.560000000001,12796.869
2025-06-13,12705.79,12780.401
2025-06-14,12705.79,12761.202
2025-06-15,12705.79,12743.756
2025-06-16,12760.21,12729.943
2025-06-17,12715.13,12720.525
2025-06-18,12668.139999999998,12714.09
2025-06-19,12618.63,12706.217
2025-06-20,12559.26,12697.694
2025-06-21,12559.26,12686.903
2025-06-22,12559.26,12673.317
2025-06-23,12496.94,12659.048
2025-06-24,12410.99,12638.218
2025-06-25,12456.25,12611.169
2025-06-26,12531.78,12581.781
2025-06-27,12586.41,12555.016
2025-06-28,12586.41,12539.846
2025-06-29,12586.41,12534.341
2025-06-30,12654.13,12535.551
2025-07-01,12694.97,12545.078
2025-07-02,12676.11,12560.6875
2025-07-03,12591.71,12579.069
2025-07-04,12557.560000000001,12596.914
2025-07-05,12557.560000000001,12611.704
2025-07-06,12557.560000000001,12617.802
2025-07-07,12606.73,12616.219
2025-07-08,12676.73,12612.114
2025-07-09,12712.089999999998,12613.101
2025-07-10,12653.32,12620.218
2025-07-11,12634.339999999998,12625.259
2025-07-12,12634.339999999998,12626.698
2025-07-13,12634.339999999998,12628.485
2025-07-14,12615.07,12634.106
2025-07-15,12699.14,12639.366
2025-07-16,12778.119999999999,12645.775
2025-07-17,12758.359999999999,12658.365
2025-07-18,12658.189999999999,12672.233
2025-07-19,12658.189999999999,12679.101
2025-07-20,12658.189999999999,12679.65
2025-07-21,12578.210000000001,12681.492
2025-07-22,12603.52,12679.207
2025-07-23,12704.02,12672.473
2025-07-24,12762.529999999999,12668.944
2025-07-25,12653.48,12673.532
2025-07-26,12653.48,12674.049
2025-07-27,12653.48,12667.829
2025-07-28,12581.73,12662.939
2025-07-29,12514.34,12660.358
2025-07-30,12500.01,12650.515
2025-07-31,12591.569999999998,12634.738
2025-08-01,12692.42,12624.159
2025-08-02,12692.42,12619.851
2025-08-03,12692.42,12617.555
2025-08-04,12725.16,12616.894
2025-08-05,12621.29,12626.715
2025-08-06,12524.89,12634.883
2025-08-07,12502.989999999998,12634.322
2025-08-08,12593.77,12629.267
2025-08-09,12593.77,12626.275
2025-08-10,12593.77,12625.301
2025-08-11,12672.81,12619.481
2025-08-12,12589.35,12612.853
2025-08-13,12509.83,12608.691
2025-08-14,12497.75,12599.939
2025-08-15,12581.97,12585.275
2025-08-16,12581.97,12578.302
2025-08-17,12581.97,12579.672
2025-08-18,12547.38,12582.686
2025-08-19,12497.19,12579.597
2025-08-20,12524.92,12573.307
2025-08-21,12466.44,12565.499
2025-08-22,12413.79,12551.8
2025-08-23,12413.79,12538.339
2025-08-24,12413.79,12525.55
2025-08-25,12357.09,12511.687
2025-08-26,12305.8,12490.506
2025-08-27,12354.65,12465.361
2025-08-28,12412.979999999998,12440.381
2025-08-29,12482.38,12422.9795
2025-08-30,12482.38,12416.731
2025-08-31,12482.38,12415.859
2025-09-01,12482.38,12422.089
2025-09-02,12460.7,12432.952
2025-09-03,12422.9,12443.15
2025-09-04,12374.549999999997,12450.164
2025-09-05,12437.15,12454.702
2025-09-06,12437.15,12459.526
2025-09-07,12437.15,12461.677
2025-09-08,12520.78,12460.339
2025-09-09,12439.41,12459.37
2025-09-10,12355.14,12460.126
2025-09-11,12360.86,12455.3125
2025-09-12,12447.35,12446.035
2025-09-13,12447.35,12440.278
2025-09-14,12447.35,12440.308
2025-09-15,12426.83,12444.157
2025-09-16,12344.61,12444.173
2025-09-17,12285.16,12440.076
2025-09-18,12254.27,12428.935
2025-09-19,12314.709999999997,12407.385
2025-09-20,12314.709999999997,12390.326
2025-09-21,12314.709999999997,12379.845
2025-09-22,12349.87,12369.784
2025-09-23,12257.13,12357.907
2025-09-24,12171.03,12345.78
2025-09-25,12219.08,12327.573
2025-09-26,12199.709999999997,12308.387
2025-09-27,12199.709999999997,12294.099
2025-09-28,12199.709999999997,12282.4375
2025-09-29,12138.67,12272.38
2025-09-30,12067.76,12256.634
2025-10-01,12067.76,12235.735
2025-10-02,12084.1,12211.409
2025-10-03,12099.72,12185.732
2025-10-04,12099.72,12167.978
2025-10-05,12099.72,12157.144
2025-10-06,12060.48,12145.131
2025-10-07,12022.9,12134.205
2025-10-08,12038.68,12121.066
2025-10-09,12072.03,12107.412
2025-10-10,12123.38,12099.651
2025-10-11,12123.38,12100.352
2025-10-12,12123.38,12104.463
2025-10-13,12140.91,12109.277
2025-10-14,12149.55,12115.025
2025-10-15,12185.11,12122.597
2025-10-16,12233.670000000002,12132.699
2025-10-17,12160.99,12149.029
